city_id,place_id,year,month,northdeg,lat,lon,file_path
Bangkok,920,2018,2,300,13.72512142339564,100.5315806406989,downloaded_data/Images/Bangkok/Bangkok_0000920_2018_02_300_13.72512142339564_100.5315806406989_1VYelvbKEE5_fSbXUPDKlA.jpg
Bangkok,383,2020,9,477,13.71924059022097,100.518697763384,downloaded_data/Images/Bangkok/Bangkok_0000383_2020_09_477_13.71924059022097_100.518697763384_-uHJ3hFh9D_NV4Xzsg1k2Q.jpg
Bangkok,4546,2017,5,440,13.76701610988006,100.5050767873918,downloaded_data/Images/Bangkok/Bangkok_0004546_2017_05_440_13.76701610988006_100.5050767873918_K6CIMHTOQiYmnJkJcX-WEg.jpg
Bangkok,1255,2019,8,297,13.72942593154414,100.516725932417,downloaded_data/Images/Bangkok/Bangkok_0001255_2019_08_297_13.72942593154414_100.516725932417_MTiMWL2rT-t6DOG9MXHliQ.jpg
Bangkok,1442,2011,12,192,13.73057645522048,100.5344260415547,downloaded_data/Images/Bangkok/Bangkok_0001442_2011_12_192_13.73057645522048_100.5344260415547_ox1Nxz-3Esr8mh2wYm-HAA.jpg
Bangkok,2240,2011,9,416,13.74040472604604,100.5448591666611,downloaded_data/Images/Bangkok/Bangkok_0002240_2011_09_416_13.74040472604604_100.5448591666611_CX-CTBCOVVEo1HyyYyy10Q.jpg
Bangkok,2275,2020,8,216,13.74143910548747,100.4947938365271,downloaded_data/Images/Bangkok/Bangkok_0002275_2020_08_216_13.74143910548747_100.4947938365271_UJzu5cAOCAR2LPXonK89jg.jpg
Bangkok,3519,2020,8,243,13.75538664623838,100.5227640719968,downloaded_data/Images/Bangkok/Bangkok_0003519_2020_08_243_13.75538664623838_100.5227640719968_OXKijtdl2QYUnknGVplbnQ.jpg
Bangkok,759,2019,5,565,13.72320384532186,100.5476126036624,downloaded_data/Images/Bangkok/Bangkok_0000759_2019_05_565_13.72320384532186_100.5476126036624_xnuz8xyus70u4CW7dT2xmA.jpg
Bangkok,4230,2017,11,501,13.76333990346735,100.5403716546401,downloaded_data/Images/Bangkok/Bangkok_0004230_2017_11_501_13.76333990346735_100.5403716546401_h6-QulOabNUWcXWn6Yz7jQ.jpg
Bangkok,4585,2011,9,145,13.76727740639327,100.5475761040579,downloaded_data/Images/Bangkok/Bangkok_0004585_2011_09_145_13.76727740639327_100.5475761040579_CfuQkez9YctumBD9N-bhyQ.jpg
Bangkok,2727,2016,9,299,13.74620943049393,100.5126960087884,downloaded_data/Images/Bangkok/Bangkok_0002727_2016_09_299_13.74620943049393_100.5126960087884_vG1TzyhzWHmfe_sr2sR8Gw.jpg
Bangkok,3985,2014,9,306,13.75978015188121,100.5563460356307,downloaded_data/Images/Bangkok/Bangkok_0003985_2014_09_306_13.75978015188121_100.5563460356307_hm0swUQwJYxUSkesbsCVMA.jpg
Bangkok,3734,2017,6,309,13.75723287532077,100.5627008322269,downloaded_data/Images/Bangkok/Bangkok_0003734_2017_06_309_13.75723287532077_100.5627008322269_a1mYuns_Mw5BoiInF30fxQ.jpg
Bangkok,4015,2019,4,442,13.76156607007659,100.4944465030835,downloaded_data/Images/Bangkok/Bangkok_0004015_2019_04_442_13.76156607007659_100.4944465030835_kyJQ-EhzZrtyKWkiJx-SLA.jpg
Bangkok,2878,2020,9,359,13.74828837550945,100.4900636001042,downloaded_data/Images/Bangkok/Bangkok_0002878_2020_09_359_13.74828837550945_100.4900636001042_kaWnS3ps0NV3DaktIOQTjA.jpg
Bangkok,270,2011,9,255,13.71816781674938,100.4928329369272,downloaded_data/Images/Bangkok/Bangkok_0000270_2011_09_255_13.71816781674938_100.4928329369272_cqgM8RkED0bVzdWvIkMNNQ.jpg
Bangkok,4114,2018,9,279,13.76195752596075,100.5084023485603,downloaded_data/Images/Bangkok/Bangkok_0004114_2018_09_279_13.76195752596075_100.5084023485603_AqCxM2vS2mIb9HoH1jZ0AQ.jpg
Bangkok,2058,2020,8,436,13.73824563021255,100.5444894368478,downloaded_data/Images/Bangkok/Bangkok_0002058_2020_08_436_13.73824563021255_100.5444894368478_1FLv_o4AtOdV2SwY3lTUQA.jpg
Bangkok,2456,2018,2,413,13.7429203362071,100.5012182858322,downloaded_data/Images/Bangkok/Bangkok_0002456_2018_02_413_13.7429203362071_100.5012182858322_gWNVh3LmWypjxSfl8t7v1A.jpg
Bangkok,4057,2019,9,520,13.76114980232729,100.5426904263816,downloaded_data/Images/Bangkok/Bangkok_0004057_2019_09_520_13.76114980232729_100.5426904263816_AkO6RkUklg0Jj1TV07AHew.jpg
Bangkok,4672,2018,10,313,13.76816031817344,100.548732833635,downloaded_data/Images/Bangkok/Bangkok_0004672_2018_10_313_13.76816031817344_100.548732833635_BRhJEiWfRgCrxjO8TSYYtA.jpg
Bangkok,3103,2019,5,371,13.75020043408206,100.5407143313256,downloaded_data/Images/Bangkok/Bangkok_0003103_2019_05_371_13.75020043408206_100.5407143313256_qxDEQ59tizhikRIwvUnJEQ.jpg
Bangkok,3027,2016,11,644,13.74925547448388,100.5554635744823,downloaded_data/Images/Bangkok/Bangkok_0003027_2016_11_644_13.74925547448388_100.5554635744823_yWCRuVtGs9UGs1EoapHlOQ.jpg
Bangkok,834,2019,5,550,13.72434436668534,100.5319291699772,downloaded_data/Images/Bangkok/Bangkok_0000834_2019_05_550_13.72434436668534_100.5319291699772_lxDMtxWueDtZJpB1IOUwVA.jpg
Bangkok,3876,2019,4,392,13.75925398803611,100.5296412617064,downloaded_data/Images/Bangkok/Bangkok_0003876_2019_04_392_13.75925398803611_100.5296412617064_6HFV38TpJQc2dIQlLwLy-A.jpg
Bangkok,1291,2016,10,527,13.72929230250881,100.5597985930812,downloaded_data/Images/Bangkok/Bangkok_0001291_2016_10_527_13.72929230250881_100.5597985930812_uz_qzEgKS_k_3yRGcW2WUA.jpg
Bangkok,2456,2020,9,407,13.7429428188296,100.5012164357969,downloaded_data/Images/Bangkok/Bangkok_0002456_2020_09_407_13.7429428188296_100.5012164357969_05TA3PS1WmvGQ86atuaVXw.jpg
Bangkok,1815,2019,9,463,13.73518892156596,100.5559213056069,downloaded_data/Images/Bangkok/Bangkok_0001815_2019_09_463_13.73518892156596_100.5559213056069_-84WZJ07Ry6djWHoEWArUw.jpg
Bangkok,3526,2019,4,218,13.75482340447811,100.5275695209837,downloaded_data/Images/Bangkok/Bangkok_0003526_2019_04_218_13.75482340447811_100.5275695209837_AHSpJbWYv935ekz6ZB2ZKg.jpg
Bangkok,1925,2011,9,410,13.73716795789724,100.4966353736836,downloaded_data/Images/Bangkok/Bangkok_0001925_2011_09_410_13.73716795789724_100.4966353736836_9eLILb3RJXSjpcitT5-I4Q.jpg
Bangkok,4288,2020,8,119,13.76414169906528,100.5086738365834,downloaded_data/Images/Bangkok/Bangkok_0004288_2020_08_119_13.76414169906528_100.5086738365834_2S4n32CVgYH2uRZ8r7ghTA.jpg
Bangkok,2445,2017,6,475,13.74326045338353,100.4947556630052,downloaded_data/Images/Bangkok/Bangkok_0002445_2017_06_475_13.74326045338353_100.4947556630052_lNQvL9uPOzCDTcD8C3SxQw.jpg
Bangkok,1837,2017,9,346,13.7361701400711,100.4997725169636,downloaded_data/Images/Bangkok/Bangkok_0001837_2017_09_346_13.7361701400711_100.4997725169636_2cac5-_19E08fQrNGVepLQ.jpg
Bangkok,964,2019,5,109,13.72611692110237,100.4968122694618,downloaded_data/Images/Bangkok/Bangkok_0000964_2019_05_109_13.72611692110237_100.4968122694618_FKxPXadhz4eO-u6PiO6Xjg.jpg
Bangkok,1399,2018,10,251,13.73124753388159,100.4897075717659,downloaded_data/Images/Bangkok/Bangkok_0001399_2018_10_251_13.73124753388159_100.4897075717659_iSwiREKgK3eUGDo_3FcAKQ.jpg
Bangkok,3266,2018,10,220,13.75229606713259,100.5346960376617,downloaded_data/Images/Bangkok/Bangkok_0003266_2018_10_220_13.75229606713259_100.5346960376617_tnFjCVy1wymahPGzdHFhUQ.jpg
Bangkok,4565,2020,8,444,13.76710502202693,100.5278469296062,downloaded_data/Images/Bangkok/Bangkok_0004565_2020_08_444_13.76710502202693_100.5278469296062_RIsN9QzxgcFmSIZ8d6gCLQ.jpg
Bangkok,2854,2017,6,465,13.74716695220806,100.5517125145788,downloaded_data/Images/Bangkok/Bangkok_0002854_2017_06_465_13.74716695220806_100.5517125145788_zfoEa1HK6OHz7KbIlIfjeg.jpg
Bangkok,2334,2019,5,408,13.74124145854761,100.5563494665116,downloaded_data/Images/Bangkok/Bangkok_0002334_2019_05_408_13.74124145854761_100.5563494665116_CmZG6t2CIJg7tPfMr98Cmw.jpg
Bangkok,849,2018,1,380,13.72425324737668,100.5507349479044,downloaded_data/Images/Bangkok/Bangkok_0000849_2018_01_380_13.72425324737668_100.5507349479044_j4fVU76qALloxRZV402hng.jpg
Bangkok,4020,2020,8,553,13.76120474174302,100.5026348012855,downloaded_data/Images/Bangkok/Bangkok_0004020_2020_08_553_13.76120474174302_100.5026348012855_LOvT1boHA08Rsda3lAHv6g.jpg
Bangkok,3965,2016,9,534,13.76078859721914,100.5379395335931,downloaded_data/Images/Bangkok/Bangkok_0003965_2016_09_534_13.76078859721914_100.5379395335931_1-Ff0rqf4akYWncUyK52qA.jpg
Bangkok,3261,2017,5,328,13.75246444532916,100.5267921044473,downloaded_data/Images/Bangkok/Bangkok_0003261_2017_05_328_13.75246444532916_100.5267921044473_1vbXsXpLu_nbMWMQm6sCeQ.jpg
Bangkok,4557,2011,9,435,13.76633129636043,100.5242502503412,downloaded_data/Images/Bangkok/Bangkok_0004557_2011_09_435_13.76633129636043_100.5242502503412_5fHMAEZY6a27B_BqaJyl_A.jpg
Bangkok,4461,2018,9,135,13.76622532298965,100.5057752797895,downloaded_data/Images/Bangkok/Bangkok_0004461_2018_09_135_13.76622532298965_100.5057752797895_oLjBihJPES8X05w06yffRA.jpg
Bangkok,4220,2019,4,192,13.76253611380733,100.5243979917358,downloaded_data/Images/Bangkok/Bangkok_0004220_2019_04_192_13.76253611380733_100.5243979917358_zgasQ5t7onjTU0jlNPTZCQ.jpg
Bangkok,1327,2017,12,360,13.73041488590949,100.5077774106938,downloaded_data/Images/Bangkok/Bangkok_0001327_2017_12_360_13.73041488590949_100.5077774106938_JGSTa8MYW1H4OyJP14_Vdw.jpg
Bangkok,4080,2011,12,407,13.76117511566729,100.5599504209687,downloaded_data/Images/Bangkok/Bangkok_0004080_2011_12_407_13.76117511566729_100.5599504209687_vEmlhHHfkFFAr-bPuigILg.jpg
Bangkok,567,2019,6,358,13.72124713207261,100.5277111983297,downloaded_data/Images/Bangkok/Bangkok_0000567_2019_06_358_13.72124713207261_100.5277111983297_pVr_5ZPKDS1G0eMg3yo4Gw.jpg
Bangkok,369,2017,5,257,13.7190895874448,100.5046589411668,downloaded_data/Images/Bangkok/Bangkok_0000369_2017_05_257_13.7190895874448_100.5046589411668_kivvQ1iVEC-dYQHHvqRMhQ.jpg
Bangkok,491,2018,10,237,13.71987383670604,100.5428535692131,downloaded_data/Images/Bangkok/Bangkok_0000491_2018_10_237_13.71987383670604_100.5428535692131_7EOZnktWNMmZ8YT9Z72hag.jpg
Bangkok,2767,2017,6,581,13.74574309888748,100.5546986973967,downloaded_data/Images/Bangkok/Bangkok_0002767_2017_06_581_13.74574309888748_100.5546986973967_Nv0u46xESK1_KDnP3mxh4g.jpg
Bangkok,1574,2018,10,451,13.73327838518504,100.4897398582701,downloaded_data/Images/Bangkok/Bangkok_0001574_2018_10_451_13.73327838518504_100.4897398582701_7B2ujEGJrK9b1v0kODUU1A.jpg
Bangkok,739,2011,9,394,13.72321808319678,100.531160017738,downloaded_data/Images/Bangkok/Bangkok_0000739_2011_09_394_13.72321808319678_100.531160017738_2IgveJx09ka6a-k4HKnYvA.jpg
Bangkok,4347,2011,12,342,13.76426001896546,100.5647484989187,downloaded_data/Images/Bangkok/Bangkok_0004347_2011_12_342_13.76426001896546_100.5647484989187_2wo_i3Y8D8t-U8oxhjRqKg.jpg
Bangkok,182,2020,9,181,13.71721520673552,100.4917317909517,downloaded_data/Images/Bangkok/Bangkok_0000182_2020_09_181_13.71721520673552_100.4917317909517_nHDQ8nibRzzW94bDkKwHQQ.jpg
Bangkok,3800,2016,9,376,13.75820722235508,100.5436880132083,downloaded_data/Images/Bangkok/Bangkok_0003800_2016_09_376_13.75820722235508_100.5436880132083_YGc6AEoqadqQY3TXidZw_w.jpg
Bangkok,1854,2019,8,324,13.73626076992742,100.5117385575824,downloaded_data/Images/Bangkok/Bangkok_0001854_2019_08_324_13.73626076992742_100.5117385575824_ppzd8HgCZNae-ow3ubkgJg.jpg
Bangkok,3215,2019,5,134,13.75143635170454,100.5649872444509,downloaded_data/Images/Bangkok/Bangkok_0003215_2019_05_134_13.75143635170454_100.5649872444509_qyDQxO1Xi3TOJLHOlRrkNA.jpg
Bangkok,2793,2014,9,302,13.74711292659966,100.4905578436201,downloaded_data/Images/Bangkok/Bangkok_0002793_2014_09_302_13.74711292659966_100.4905578436201_dU6TB1SO27vURAHVnF0dlQ.jpg
Barcelona,1301,2014,10,418,41.39215267378098,2.128460541180252,downloaded_data/Images/Barcelona/Barcelona_0001301_2014_10_418_41.39215267378098_2.128460541180252_JEnOO5-qt-TkHTWDQbPehw.jpg
Barcelona,481,2019,8,315,41.36882426957742,2.155877989154014,downloaded_data/Images/Barcelona/Barcelona_0000481_2019_08_315_41.36882426957742_2.155877989154014_384fpdVSe6c_SRS3R2KfBg.jpg
Barcelona,179,2016,6,341,41.3607265870714,2.129820582381198,downloaded_data/Images/Barcelona/Barcelona_0000179_2016_06_341_41.3607265870714_2.129820582381198_SUJI3azO_f83ohz-JC87Fw.jpg
Barcelona,863,2014,10,367,41.37988666207621,2.150837570989405,downloaded_data/Images/Barcelona/Barcelona_0000863_2014_10_367_41.37988666207621_2.150837570989405_NmwOtkr9KQ3dHJyazVxteQ.jpg
Barcelona,909,2019,8,356,41.38156163864631,2.141041282666649,downloaded_data/Images/Barcelona/Barcelona_0000909_2019_08_356_41.38156163864631_2.141041282666649_xQ8vwDK1dd6ZsXAiDKofHQ.jpg
Barcelona,1383,2014,5,554,41.39446597426951,2.171640452268031,downloaded_data/Images/Barcelona/Barcelona_0001383_2014_05_554_41.39446597426951_2.171640452268031_-vOqzCLhyFwj1vkWfjQtXQ.jpg
Barcelona,172,2015,4,501,41.36061596823033,2.118081534865808,downloaded_data/Images/Barcelona/Barcelona_0000172_2015_04_501_41.36061596823033_2.118081534865808__t0JqnEGLqDRIg6mYfWMsA.jpg
Barcelona,461,2014,8,214,41.36893254062888,2.129721814197877,downloaded_data/Images/Barcelona/Barcelona_0000461_2014_08_214_41.36893254062888_2.129721814197877_ansejqK18qINMxWOeVrIwQ.jpg
Barcelona,859,2014,6,191,41.38000472262071,2.139345550401359,downloaded_data/Images/Barcelona/Barcelona_0000859_2014_06_191_41.38000472262071_2.139345550401359_q4Yv3RcZINNlHAF-eMXnNg.jpg
Barcelona,1627,2012,8,632,41.40190806799397,2.114508690199068,downloaded_data/Images/Barcelona/Barcelona_0001627_2012_08_632_41.40190806799397_2.114508690199068_I9hFmmqlLGDDG1dtpFEWzw.jpg
Barcelona,1474,2016,6,250,41.39761470315333,2.134340068872743,downloaded_data/Images/Barcelona/Barcelona_0001474_2016_06_250_41.39761470315333_2.134340068872743_nqzKe_0qdcIoVDRMZ3fh0Q.jpg
Barcelona,757,2017,5,403,41.37652088914952,2.161487693774253,downloaded_data/Images/Barcelona/Barcelona_0000757_2017_05_403_41.37652088914952_2.161487693774253_s_dLpR8-Q9IOjpRVWMdsSg.jpg
Barcelona,1475,2009,8,132,41.39775769513036,2.137806213901761,downloaded_data/Images/Barcelona/Barcelona_0001475_2009_08_132_41.39775769513036_2.137806213901761_kXInhR67EW6sKWIl19_YWA.jpg
Barcelona,1309,2012,5,399,41.39268798970484,2.153690596577655,downloaded_data/Images/Barcelona/Barcelona_0001309_2012_05_399_41.39268798970484_2.153690596577655_8aSi0rzMOpnHMWXWwXo4bA.jpg
Barcelona,906,2016,5,106,41.38147194521804,2.128220999547057,downloaded_data/Images/Barcelona/Barcelona_0000906_2016_05_106_41.38147194521804_2.128220999547057_1A654puUQB4Gr3mockA3Ug.jpg
Barcelona,1180,2019,6,287,41.38949735597315,2.118491081804183,downloaded_data/Images/Barcelona/Barcelona_0001180_2019_06_287_41.38949735597315_2.118491081804183_Y6HJgU-UoDaS05xofWVlDg.jpg
Barcelona,1290,2017,5,409,41.39270522085758,2.111780855789794,downloaded_data/Images/Barcelona/Barcelona_0001290_2017_05_409_41.39270522085758_2.111780855789794_faQ2kS32w31osnX8wuXZUg.jpg
Barcelona,1245,2012,10,544,41.39096806782815,2.13630827210716,downloaded_data/Images/Barcelona/Barcelona_0001245_2012_10_544_41.39096806782815_2.13630827210716_C0F-9pA-gdnj_noThC3Wnw.jpg
Barcelona,868,2012,5,306,41.37999540783014,2.152363271396491,downloaded_data/Images/Barcelona/Barcelona_0000868_2012_05_306_41.37999540783014_2.152363271396491_T_dvVGduqcEx9wV-x4TjnA.jpg
Barcelona,298,2014,7,335,41.36392995969405,2.139441983312149,downloaded_data/Images/Barcelona/Barcelona_0000298_2014_07_335_41.36392995969405_2.139441983312149_TMZ32360kmQZ6Sy16b1svw.jpg
Barcelona,1665,2015,3,297,41.40249362953068,2.180870233927082,downloaded_data/Images/Barcelona/Barcelona_0001665_2015_03_297_41.40249362953068_2.180870233927082_oOvXCMV8j9V11chDspUDNg.jpg
Barcelona,1579,2012,5,365,41.40115066654378,2.126906718426989,downloaded_data/Images/Barcelona/Barcelona_0001579_2012_05_365_41.40115066654378_2.126906718426989_dfjhs4nqu7xv9GGqL3euvA.jpg
Barcelona,258,2014,10,509,41.36189668077769,2.16866531739047,downloaded_data/Images/Barcelona/Barcelona_0000258_2014_10_509_41.36189668077769_2.16866531739047_1cKswGNk0JS8T_zOu2A2rw.jpg
Barcelona,1159,2015,9,492,41.38784932692165,2.169807391410705,downloaded_data/Images/Barcelona/Barcelona_0001159_2015_09_492_41.38784932692165_2.169807391410705_D0nN8aw_dRl_MRYH8lY5xg.jpg
Barcelona,1083,2015,3,465,41.38632813320913,2.142567025000652,downloaded_data/Images/Barcelona/Barcelona_0001083_2015_03_465_41.38632813320913_2.142567025000652_QWX3fZjDtBlUbB3OwoG1-w.jpg
Barcelona,1576,2013,10,269,41.40089539723192,2.129603742692394,downloaded_data/Images/Barcelona/Barcelona_0001576_2013_10_269_41.40089539723192_2.129603742692394_PwYaY4IUcts4g1kNIisC9Q.jpg
Barcelona,470,2013,9,332,41.3682555668095,2.150357866014438,downloaded_data/Images/Barcelona/Barcelona_0000470_2013_09_332_41.3682555668095_2.150357866014438_RgqpC4BQwuPbb_9YwFnXow.jpg
Barcelona,413,2015,3,257,41.36730592799942,2.139099216039929,downloaded_data/Images/Barcelona/Barcelona_0000413_2015_03_257_41.36730592799942_2.139099216039929_2mr0rqhbYRW2aOLcElmBmA.jpg
Barcelona,132,2019,8,131,41.35985788675838,2.147736832057165,downloaded_data/Images/Barcelona/Barcelona_0000132_2019_08_131_41.35985788675838_2.147736832057165_W09zRh9KUP_Mw-ctIT05_g.jpg
Barcelona,794,2017,5,199,41.378055329301,2.128442491715774,downloaded_data/Images/Barcelona/Barcelona_0000794_2017_05_199_41.378055329301_2.128442491715774_RgjfI4ei-VM8J1PMmCZ0Hw.jpg
